,sentence,with_sentence,without_sentence,difference
0,"One fine evening a young princess put on her bonnet and clogs, and went
out to take a walk by herself in a wood; and when she came to a cool
spring of water, that rose in the midst of it, she sat herself down
to rest a while.",2.614115312009676,2.83814753448614,0.22403222247646415
1,"Now she had a golden ball in her hand, which was her
favourite plaything; and she was always tossing it up into the air, and
catching it again as it fell.",2.7236231222436604,2.844934633837514,0.12131151159385345
2,"After a time she threw it up so high that
she missed catching it as it fell; and the ball bounded away, and rolled
along upon the ground, till at last it fell down into the spring.",2.6584357203359286,2.8035059382208765,0.1450702178849479
3,"The
princess looked into the spring after her ball, but it was very deep, so
deep that she could not see the bottom of it.",2.690321246397148,2.8008849505081916,0.11056370411104366
4,"Then she began to bewail
her loss, and said, ‘Alas!",2.7085093302899095,2.766954242752259,0.058444912462349397
5,"if I could only get my ball again, I would
give all my fine clothes and jewels, and everything that I have in the
world.’

Whilst she was speaking, a frog put its head out of the water, and said,
‘Princess, why do you weep so bitterly?’ ‘Alas!’ said she, ‘what can you
do for me, you nasty frog?",2.595513162599688,2.8719822728848823,0.2764691102851944
6,"My golden ball has fallen into the spring.’
The frog said, ‘I want not your pearls, and jewels, and fine clothes;
but if you will love me, and let me live with you and eat from off
your golden plate, and sleep upon your bed, I will bring you your ball
again.’ ‘What nonsense,’ thought the princess, ‘this silly frog is
talking!",2.446230259153915,2.86600231176719,0.41977205261327466
7,"He can never even get out of the spring to visit me, though
he may be able to get my ball for me, and therefore I will tell him he
shall have what he asks.’ So she said to the frog, ‘Well, if you will
bring me my ball, I will do all you ask.’ Then the frog put his head
down, and dived deep under the water; and after a little while he came
up again, with the ball in his mouth, and threw it on the edge of the
spring.",2.370894082809535,2.859560074344758,0.48866599153522294
8,"As soon as the young princess saw her ball, she ran to pick
it up; and she was so overjoyed to have it in her hand again, that she
never thought of the frog, but ran home with it as fast as she could.",2.6038451113943326,2.8277530993445446,0.22390798795021194
9,"The frog called after her, ‘Stay, princess, and take me with you as you
said,’ But she did not stop to hear a word.",2.6083057355681225,2.76993755516148,0.16163181959335748
10,"The next day, just as the princess had sat down to dinner, she heard a
strange noise--tap, tap--plash, plash--as if something was coming up the
marble staircase: and soon afterwards there was a gentle knock at the
door, and a little voice cried out and said:

 ‘Open the door, my princess dear,
  Open the door to thy true love here!",2.1709644214527026,2.742481953388936,0.5715175319362333
11,"And mind the words that thou and I said
  By the fountain cool, in the greenwood shade.’

Then the princess ran to the door and opened it, and there she saw
the frog, whom she had quite forgotten.",2.674168411726804,2.922780333843428,0.24861192211662386
