,label,sentence
0,1,"Kralj je imel na svojem vrtu neizrečeno lepo jablano, ki je rodila zlata jabolka, a jih nikoli niso mogli dobiti."
1,1,Vsako jutro je eno manjkalo.
2,1,"Noč in dan je postavljal k drevesu straže, da bi zasačil tatu, toda tudi najboljši stražniki niso mogli dobiti nikogar, ki bi hodil po jabolka, pa je vendar manjkalo slednje jutro po eno."
3,1,Vse to ni nič pomagalo in vojaki so se že branili hoditi na stražo.
4,1,Kralj pa je imel tri sinove.
5,1,Starejša dva sta bila bolj poredna in mlajšega brata nista nič kaj marala.
6,1,"Kralj je rekel, naj stražijo tudi sinovi in prvo noč je šel najstarejši."
7,1,"Vzel je puško, jo dobro napolnil, hodil gor in dol in gledal okoli sebe, kdaj in od kod bo kdo prišel."
8,1,"Vso noč ni bilo nikogar, toda drugo jutro je jabolko le manjkalo."
9,1,Drugo noč gre srednji sin.
10,1,"Z nabito puško hodi gor in dol kakor prvi in gleda okoli sebe, kdaj in od kod bo kdo prišel nad jablano, pa nikogar ni bilo, a jabolko je le manjkalo."
11,1,Tretjo noč gre najmlajši.
12,1,"Namesto s svinčenim zrnjem nabije puško z grahom, češ da tatu ne bo ustrelil, temveč ga samo spoznal, kakšen tiček je to, ki zna tako krasti, da ga nihče ne zasači."
13,1,"Zvečer se ustopi pod drevo, upre oči v jabolka in gleda venomer vanja, ne da bi se ozrl kamor koli."
14,1,"Kar prileti okoli polnoči izpod neba ptič tako tiho, da se ni nič slišalo, in se spusti na drevo."
15,1,"S kremplji prime jabolko, najmlajši pa pomeri, sproži in mu odstreli tri peresa."
16,1,"Ptič se ustraši, pusti jabolko in zleti."
17,1,"Sin pobere peresa in vidi, da so iz čistega zlata."
18,1,"Ko brata slišita strel, brž vstaneta, pritečeta k

mlajšemu in ga vprašata, od kod je prišel tat."
19,1,"On pa jima reče: »Gledala bi, pa bi ga videla.«

Nato odide k očetu in mu pokaže tista tri peresa."
20,1,"Ker so bila peresa zlata, je rekel kralj sam pri sebi: — Kako lep mora biti šele ptič, ki ima taka peresa!"
21,1,"— Ker bi ga rad imel, pravi naglas: »Kdor mi ga prinese, bo kralj.«

Starejšega je kraljestvo zelo mikalo; vzel je brašno in puško in šel iskat ptiča."
22,1,"Šel je v gozd, kajti v gozdu so ptice najrajši, češ tam jo bo že kje dobil."
23,1,"Hodil in hodil je po gozdovih in se oziral po drevesih, da bi zagledal ptico, ali zlate ptice ni bilo na nobenem."
24,1,"Pride do trate, in ker je bil lačen, stopi raz konja, sede na tla, vzame brašno iz torbe in začne jesti."
25,1,"Tedaj pa pride k njemu medved in ga prosi, naj da tudi njemu kaj jesti, rekoč: »Daj še meni malo, ker sem lačen.«

Starejši pogleda, zarezi nad medvedom in pravi: »Saj bo komaj zame dosti, pa bom še tebi dajal!"
26,1,"Poberi se od mene; zate in za take, kot si ti, so v gozdu zverine."
27,1,"Pojdi in lovi jih!«

Medved se obrne in pravi: »Le počakaj, še slabo se ti bo godilo!« Zarenči in odide."
