,label,sentence
0,1,"Nekoč je živela koza, ki je imela sedem živahnih kozličkov."
1,1,"Imela jih je rada, kot imajo mame rade svoje otroke."
2,1,"Nekega dne se je odpravljala v gozd po krmo, zato je sklicala vseh sedem in rekla:

""Dragi otročički, pozorno me poslušajte!"
3,1,"Šla bom v gozd, zato boste nekaj časa sami doma."
4,1,Pazite se volka!
5,1,"Če mu uspe priti v hišo, vas bo pojedel s kostmi in kožo vred."
6,1,"Nepridiprav se pogosto zamaskira, zato morate biti še posebej previdni."
7,1,"Če drugega ne, ga bo izdal raskav glas in črne šape."""
8,1,"""Previdni bomo, mami,"" so rekli kozlički."
9,1,"""Lahko si brez skrbi."""
10,1,Mama koza je v slovo nežno zameketala in se pomirjena odpravila v gozd.
11,1,Nedolgo zatem je potrkalo na vratih.
12,1,"Hripav glas je rekel: ""Odprite vrata, dragi otročički!"
13,1,"Vaša mamica se je vrnila in za vsakega ima nekaj lepega."""
14,1,"Toda kozlički so takoj vedeli, da hripav glas ni od njihove mame."
15,1,Bil je volk.
16,1,"""Ne bomo odprli,"" so zaklicali."
17,1,"""Ti že nisi naša mamica."
18,1,"Ona ima nežen in mehak glas, tvoj pa je globok in hripav."
19,1,"Vemo da si ti, volk!"""
20,1,"Volk je odšel in začel tuhtati, kako bi si zmehčal glas."
21,1,Potem se mu je posvetilo – kreda!
22,1,"Takoj jo je mahnil k trgovcu, kupil kos krede in jo pojedel."
23,1,"Še sam ni mogel verjeti, kako nežen in mehak je postal njegov glas."
24,1,"Potem se je vrnil in potrkal: ""Odprite vrata, dragi otročički!"
25,1,"Vaša mamica se je vrnila in za vsakega ima nekaj lepega."""
26,1,"Toda kozlički so videli njegovo črno šapo, ki jo je položil na okensko polico, zato so zaklicali:""Ne bomo odprli!"
27,1,Naša mamica že nima črne šape.
28,1,"Vemo da si ti, volk!"""
29,1,"Spet mu ni uspelo, toda ni se predal."
30,1,"Skočil je do peka in rekel:""Dobri pek, poškodoval sem si taco."
31,1,"Ker testo blaži bolečine, te prosim, da mi z njim obložiš šapo."
32,1,"Ko mu je pek s testom obložil taco, se je odpravil do mlinarja: ""Mlinar, posuj mi šapo z malo moke!"""
33,1,"Mlinar si je mislil, da premeteni volk gotovo hoče koga ukaniti, zato je odklonil."
34,1,"Toda volk je zagrozil:""Če tega ne storiš, te bom požrl!"""
35,1,"Mlinar se ga je zelo prestrašil, zato mu je pomokal šapo."
36,1,"Kaj hočemo, ljudje so pač takšni."
37,1,"Kmalu potem se je malopridnež že tretjič prikazal pred vrati in potrkal: ""Odprite vrata, dragi otročički!"
38,1,"Vaša mamica se je vrnila iz gozda in za vsakega ima nekaj lepega."""
39,1,"Kozlički so zaklicali: ""Najprej nam pokaži svojo nogo, da se prepričamo, ali si res naša mamica."""
40,1,"Volk je položil šapo na okensko polico in ko so kozlički videli, da je bela, so odprli vrata, misleč, da je njihova mama."
41,1,A ni bila njihova mama – bil je volk!
42,1,"Na smrt so se prestrašili in se razbežali na vse konce, da bi se poskrili."
43,1,"Prvi je zlezel pod mizo, drugi pod posteljo, tretji je stekel v kuhinjo, četrti se je skril v pečico, peti v omaro, šesti v korito, sedmi, najmlajši, pa si je našel skrivališče v stenski uri."
44,1,Toda volk jih je našel in brez obotavljanja požrl.
45,1,"Enega za drugim je stlačil po žrelu, le najmlajšega, ki se je skril v stensko uro, ni našel."
46,1,"Dodobra sit je potem odšel, se ulegel na travniku pod drevo in zadrnjohal."
47,1,Nedolgo zatem se je iz gozda vrnila mama koza.
48,1,Lahko si predstavljate kakšen grozen prizor jo je dočakal.
49,1,"Vrata so bila na stežaj odprta, hiša razdejana, miza, stoli, klopce – vse prevrnjeno in polomljeno."
50,1,"Kuhinja razbita, spalnica razmetana, njenih ljubih kozličkov pa nikjer."
51,1,"Preiskala je vso hišo, vendar nikogar ni našla."
52,1,"Enega za drugim je začela klicati po imenu, a nihče se ni oglasil."
53,1,"Naposled pa je poklicala za najmlajšim in oglasil se je drobcen glasek: ""Tukaj sem, mamica, v stenski uri."""
54,1,"Vzela ga je iz ure in povedal ji je, kako jih je volk ukanil ter požrl vse razen njega."
55,1,Lahko si predstavljate njeno žalost.
56,1,"Potrta je stopila na svež zrak, najmlajši kozliček pa je odskakljal za njo."
57,1,"Ko sta prišla do travnika, sta pod drevesom opazila spečega volka."
58,1,"Ta je smrčal tako glasno, da so tresle veje."
59,1,"Mama koza si je volka previdno ogledovala, ko je opazila, da se v njegovem nabreklem trebuhu nekaj premika."
60,1,"""O, marička,"" je vzdrhtela."
61,1,"""Ali je mogoče, da so moji otročički še zmeraj živi?"""
62,1,"Kozlička je takoj poslala po škarje, šivanko in sukanec."
63,1,Potem je volku prerezala trebuh in glej – že pri prvem rezu je ven pokukala glavica kozlička.
64,1,"Ko je postala luknja dovolj velika, je vseh šest kozličkov drug za drugim skočilo iz trebuha."
65,1,"Vsi so bili živi in zdravi, saj jih je volk v svoji požrešnosti kar cele pogoltnil."
66,1,"Joj, kako je bila mamica vesela."
67,1,"Svoje ljube otročičke je tesno objela, potem pa jim naročila: ""Ljubi otroci, vsak naj gre in poišče en velik kamen, da bomo z njimi napolnili okrutnežu trebuh, dokler še spi."""
68,1,Otroci so kmalu prinesli sedem debelih kamnov in z njimi napolnili volkov trebuh.
69,1,"Mama koza ga je hitro zašila, medtem ko je volk trdno spal."
70,1,Še ganil se ni.
71,1,"Ko pa se je naposled prebudil, se je počutil nekam čudno."
72,1,"Močno ga je zažejalo, zato se je namenil stopiti do studenca."
73,1,"Toda takoj, ko je vstal, se je kamenje v njegovem trebuhu premaknilo in zarožljalo."
74,1,"Tedaj je rekel:

""Le kaj v trebuhu se obrača,
tako rožlja in se prevrača?"
75,1,"Šest kozličkov sem pojedel,
pa se zdi, kot da bi kamne snedel."""
76,1,"Ko je prišel do studenca in se nagnil k vodi, se je sedem kamnov v njegovem trebuhu premaknilo in ga potegnilo v globino."
77,1,"Bil je pretežak, da bi lahko splaval na površje, zato je utonil."
78,1,"Ko so kozlički videli, kaj se je zgodilo, so začeli kričali: ""Volk je mrtev!"
79,1,"Volk je mrtev!"""
80,1,Skupaj z mamico so nato veselo skakljali in poplesavali okrog studenca.
