,sentence,with_sentence,without_sentence,difference,label
0,"Bil je človek, ki je imel hčer, ki so ji rekli Brihtna Urška.",40.98962678784267,40.626559706495826,-0.3630670813468413,1
1,"Ko je odrasla, je rekel oče: »Omožimo jo.« »Saj,« je rekla mati, »ko bi le prišel kdo, ki bi jo hotel vzeti.« Nazadnje je od daleč prišel nekdo, Janez po imenu, in jo zasnubil, a s pogojem, da je Brihtna Urška tudi resnično pametna.",41.070847602739725,40.88922400373599,-0.1816235990037356,1
2,"»O,« je rekel oče, »ta ima soli v glavi.« Mati pa je dostavila: »Ah, ta vidi, kako veter teče po cesti, sliši, kako muhe kašljajo.« »No,« je rekel Janez, »če ni zares pametna, je rajši ne vzamem.« Ko so potem sedli za mizo in jedli, je rekla mati: »Stopi, Urška, v klet in prinesi piva.« Brihtna Urška je vzela vrč s stene, šla v klet in med potjo neutrudno klepala s pokrovom, da bi ji hitreje minil čas.",41.562739423717524,41.680322493337776,0.11758306962025245,1
3,"Ko je bila spodaj, je prinesla pručko in jo postavila pred sod, da se ji ne bi bilo treba upogibati, pri čemer bi jo lahko začel boleti križ in bi se ji celo poškodoval.",40.96619777338377,40.73055471973865,-0.23564305364511995,1
4,Nato je postavila vrč predse in odprla pivo.,40.29728646916147,40.24385773995149,-0.05342872920998332,1
5,"Medtem ko je pivo teklo, je ogledovala stene od tal do vrha, da ni pustila svojih oči brez dela.",41.20997821567587,40.92428012208068,-0.2856980935951867,1
6,"Po dolgem ogledovanju sem in tja je zagledala ravno nad seboj kljuko v stropu, ki so jo nepazljivi zidarji pozabili tam.",40.468431983969744,40.68930959564121,0.2208776116714688,1
7,"Pametna Urška je začela jokati, govoreč: »Če vzamem Janeza in dobiva otroka in bo ta velik in pošljeva otroka v klet točit pivo, mu lahko pade kljuka na glavo in ga ubije.« 

Tako je sedela in jokala in na vse pretege vreščala zaradi nesreče, ki bi se mogla zgoditi.",40.71808695756528,41.1406009984639,0.4225140408986192,1
8,"Tisti zgoraj so čakali pijače, Brihtne Urške pa le ni bilo od nikoder.",41.40035113724728,41.14476513899689,-0.25558599825038897,1
9,"Zato je gospodinja ukazala dekli: »Pojdi no v klet in poglej, kje tiči Urška.« Dekla je šla in jo našla, kako sedi pred sodom in se na ves glas dere.",40.03029527755591,40.30880591054313,0.2785106329872207,1
10,"»Zakaj pa jokaš, Urška?« jo vpraša dekla.",40.41493370068438,40.536983569847024,0.1220498691626446,1
11,"»Jojmene,« je odgovorila, »kako bi ne jokala?",40.686789185277085,41.238924214226635,0.5521350289495501,1
