,sentence,with_sentence,without_sentence,difference,label
0,"There was once upon a time an old goat who had seven little kids, and
loved them with all the love of a mother for her children.",14.334393351510068,14.062308619966442,-0.2720847315436252,1
1,"One day she
wanted to go into the forest and fetch some food.",13.785565013038358,13.767316569229475,-0.018248443808882797,1
2,"So she called all
seven to her and said: ‘Dear children, I have to go into the forest,
be on your guard against the wolf; if he comes in, he will devour you
all--skin, hair, and everything.",14.204920881885593,13.897700940148304,-0.30721994173728895,1
3,"The wretch often disguises himself, but
you will know him at once by his rough voice and his black feet.’ The
kids said: ‘Dear mother, we will take good care of ourselves; you may go
away without any anxiety.’ Then the old one bleated, and went on her way
with an easy mind.",14.406725356158088,14.108217486213235,-0.2985078699448529,1
4,"It was not long before someone knocked at the house-door and called:
‘Open the door, dear children; your mother is here, and has brought
something back with her for each of you.’ But the little kids knew that
it was the wolf, by the rough voice.",14.099607857420358,14.079410389957266,-0.02019746746309181,1
5,"‘We will not open the door,’ cried
they, ‘you are not our mother.",14.287918984192038,14.345201502732241,0.0572825185402035,1
6,"She has a soft, pleasant voice, but
your voice is rough; you are the wolf!’ Then the wolf went away to a
shopkeeper and bought himself a great lump of chalk, ate this and made
his voice soft with it.",14.63019320539419,14.544485866182573,-0.0857073392116181,1
7,"Then he came back, knocked at the door of the
house, and called: ‘Open the door, dear children, your mother is here
and has brought something back with her for each of you.’ But the wolf
had laid his black paws against the window, and the children saw them
and cried: ‘We will not open the door, our mother has not black feet
like you: you are the wolf!’ Then the wolf ran to a baker and said: ‘I
have hurt my feet, rub some dough over them for me.’ And when the baker
had rubbed his feet over, he ran to the miller and said: ‘Strew some
white meal over my feet for me.’ The miller thought to himself: ‘The
wolf wants to deceive someone,’ and refused; but the wolf said: ‘If you
will not do it, I will devour you.’ Then the miller was afraid, and made
his paws white for him.",14.481501144057171,14.461442922517552,-0.020058221539619225,1
8,"Truly, this is the way of mankind.",14.481717518120549,14.516083974440487,0.03436645631993862,1
9,"So now the wretch went for the third time to the house-door, knocked at
it and said: ‘Open the door for me, children, your dear little mother
has come home, and has brought every one of you something back from the
forest with her.’ The little kids cried: ‘First show us your paws that
we may know if you are our dear little mother.’ Then he put his paws
in through the window and when the kids saw that they were white, they
believed that all he said was true, and opened the door.",14.674159660075057,14.533173805571593,-0.14098585450346413,1
10,"But who should
come in but the wolf!",14.425208702718676,14.422459090573286,-0.0027496121453900457,1
11,They were terrified and wanted to hide themselves.,14.58708481474551,14.60210399513473,0.015019180389220566,1
12,"One sprang under the table, the second into the bed, the third into the
stove, the fourth into the kitchen, the fifth into the cupboard, the
sixth under the washing-bowl, and the seventh into the clock-case.",14.568335917746523,14.569606313211125,0.0012703954646013926,1
13,"But
the wolf found them all, and used no great ceremony; one after the
other he swallowed them down his throat.",14.790670878775169,14.683015677432886,-0.10765520134228268,1
14,"The youngest, who was in
the clock-case, was the only one he did not find.",14.325680281122795,14.471813517639077,0.14613323651628285,1
15,"When the wolf had
satisfied his appetite he took himself off, laid himself down under a
tree in the green meadow outside, and began to sleep.",14.681981155439482,14.715609239913544,0.03362808447406174,1
16,"Soon afterwards
the old goat came home again from the forest.",14.289051128093158,14.304833913300582,0.015782785207424155,1
17,Ah!,14.277481396049703,14.35137993787092,0.07389854182121702,1
18,"what a sight she saw
there!",14.340073700633383,14.377360632451564,0.03728693181818166,1
19,The house-door stood wide open.,14.23360496129154,14.35407618957704,0.12047122828549917,1
20,"The table, chairs, and benches
were thrown down, the washing-bowl lay broken to pieces, and the quilts
and pillows were pulled off the bed.",14.5030484375,14.49915,-0.0038984375000001847,1
21,"She sought her children, but they
were nowhere to be found.",14.06860588592233,14.096044447815533,0.027438561893202262,1
22,"She called them one after another by name, but
no one answered.",14.096094396730132,14.164731865687086,0.068637468956954,1
23,"At last, when she came to the youngest, a soft voice
cried: ‘Dear mother, I am in the clock-case.’ She took the kid out, and
it told her that the wolf had come and had eaten all the others.",14.156561444256758,14.224057749155405,0.067496304898647,1
24,"Then
you may imagine how she wept over her poor children.",14.199983175327715,14.217060217696629,0.017077042368914164,1
25,"At length in her grief she went out, and the youngest kid ran with her.",14.32602105453668,14.32303103885135,-0.002990015685329084,1
26,"When they came to the meadow, there lay the wolf by the tree and snored
so loud that the branches shook.",14.361662266618115,14.369210970603813,0.007548703985698069,1
27,"She looked at him on every side and
saw that something was moving and struggling in his gorged belly.",14.50567573879076,14.521590523097826,0.015914784307065943,1
28,"‘Ah,
heavens,’ she said, ‘is it possible that my poor children whom he has
swallowed down for his supper, can be still alive?’ Then the kid had to
run home and fetch scissors, and a needle and thread, and the goat cut
open the monster’s stomach, and hardly had she made one cut, than one
little kid thrust its head out, and when she had cut farther, all six
sprang out one after another, and were all still alive, and had suffered
no injury whatever, for in his greediness the monster had swallowed them
down whole.",14.816558192503777,14.613173562594412,-0.20338462990936534,1
29,What rejoicing there was!,13.919965977822581,14.023084677419355,0.10311869959677367,1
30,"They embraced their dear mother,
and jumped like a tailor at his wedding.",14.1896484375,14.191595052083333,0.001946614583332007,1
31,"The mother, however, said: ‘Now
go and look for some big stones, and we will fill the wicked beast’s
stomach with them while he is still asleep.’ Then the seven kids dragged
the stones thither with all speed, and put as many of them into this
stomach as they could get in; and the mother sewed him up again in the
greatest haste, so that he was not aware of anything and never once
stirred.",14.313321200284092,14.457753807607324,0.14443260732323182,1
