,sentence,with_sentence,without_sentence,difference,label
0,"By the side of a wood, in a country a long way off, ran a fine stream
of water; and upon the stream there stood a mill.",2.834045648574829,2.4019649028778076,-0.4320807456970215,1
1,"The miller’s house was
close by, and the miller, you must know, had a very beautiful daughter.",2.4019649028778076,1.1136175394058228,-1.2883473634719849,1
2,"She was, moreover, very shrewd and clever; and the miller was so proud
of her, that he one day told the king of the land, who used to come and
hunt in the wood, that his daughter could spin gold out of straw.",0.4042856693267822,0.19803974032402039,-0.20624592900276184,1
3,"Now
this king was very fond of money; and when he heard the miller’s boast
his greediness was raised, and he sent for the girl to be brought before
him.",0.3094872534275055,0.03516576811671257,-0.2743214853107929,1
4,"Then he led her to a chamber in his palace where there was a great
heap of straw, and gave her a spinning-wheel, and said, ‘All this must
be spun into gold before morning, as you love your life.’ It was in vain
that the poor maiden said that it was only a silly boast of her father,
for that she could do no such thing as spin straw into gold: the chamber
door was locked, and she was left alone.",0.01924918405711651,0.029613979160785675,0.010364795103669167,1
5,"She sat down in one corner of the room, and began to bewail her hard
fate; when on a sudden the door opened, and a droll-looking little man
hobbled in, and said, ‘Good morrow to you, my good lass; what are you
weeping for?’ ‘Alas!’ said she, ‘I must spin this straw into gold, and
I know not how.’ ‘What will you give me,’ said the hobgoblin, ‘to do it
for you?’ ‘My necklace,’ replied the maiden.",0.031501732766628265,0.02285391464829445,-0.008647818118333817,1
6,"He took her at her word,
and sat himself down to the wheel, and whistled and sang:

 ‘Round about, round about,
    Lo and behold!",0.02264474704861641,0.028365159407258034,0.0057204123586416245,1
7,"Reel away, reel away,
    Straw into gold!’

And round about the wheel went merrily; the work was quickly done, and
the straw was all spun into gold.",0.019298529252409935,0.013099681586027145,-0.00619884766638279,1
8,"When the king came and saw this, he was greatly astonished and pleased;
but his heart grew still more greedy of gain, and he shut up the poor
miller’s daughter again with a fresh task.",0.024852724745869637,0.03612975776195526,0.011277033016085625,1
9,"Then she knew not what to do,
and sat down once more to weep; but the dwarf soon opened the door, and
said, ‘What will you give me to do your task?’ ‘The ring on my finger,’
said she.",0.039949651807546616,0.029166927561163902,-0.010782724246382713,1
10,"So her little friend took the ring, and began to work at the
wheel again, and whistled and sang:

 ‘Round about, round about,
    Lo and behold!",0.008200664073228836,0.020275477319955826,0.01207481324672699,1
11,"Reel away, reel away,
    Straw into gold!’

till, long before morning, all was done again.",0.03658750280737877,0.07209734618663788,0.03550984337925911,1
12,"The king was greatly delighted to see all this glittering treasure;
but still he had not enough: so he took the miller’s daughter to a yet
larger heap, and said, ‘All this must be spun tonight; and if it is,
you shall be my queen.’ As soon as she was alone that dwarf came in, and
said, ‘What will you give me to spin gold for you this third time?’
‘I have nothing left,’ said she.",0.0322878323495388,0.04968571662902832,0.017397884279489517,1
13,"‘Then say you will give me,’ said
the little man, ‘the first little child that you may have when you are
queen.’ ‘That may never be,’ thought the miller’s daughter: and as she
knew no other way to get her task done, she said she would do what he
asked.",0.07061461359262466,0.057036641985177994,-0.01357797160744667,1
14,"Round went the wheel again to the old song, and the manikin once
more spun the heap into gold.",0.033371057361364365,0.03466523438692093,0.0012941770255565643,1
15,"The king came in the morning, and, finding
all he wanted, was forced to keep his word; so he married the miller’s
daughter, and she really became queen.",0.03803177550435066,0.04939824342727661,0.011366467922925949,1
16,"At the birth of her first little child she was very glad, and forgot the
dwarf, and what she had said.",0.07181679457426071,0.20094521343708038,0.12912841886281967,1
17,"But one day he came into her room, where
she was sitting playing with her baby, and put her in mind of it.",0.10631990432739258,0.1502648890018463,0.043944984674453735,1
18,"Then
she grieved sorely at her misfortune, and said she would give him all
the wealth of the kingdom if he would let her off, but in vain; till at
last her tears softened him, and he said, ‘I will give you three days’
grace, and if during that time you tell me my name, you shall keep your
child.’

Now the queen lay awake all night, thinking of all the odd names that
she had ever heard; and she sent messengers all over the land to find
out new ones.",0.13062892854213715,2.584472417831421,2.4538434892892838,1
19,"The next day the little man came, and she began with
TIMOTHY, ICHABOD, BENJAMIN, JEREMIAH, and all the names she could
remember; but to all and each of them he said, ‘Madam, that is not my
name.’

The second day she began with all the comical names she could hear of,
BANDY-LEGS, HUNCHBACK, CROOK-SHANKS, and so on; but the little gentleman
still said to every one of them, ‘Madam, that is not my name.’

The third day one of the messengers came back, and said, ‘I have
travelled two days without hearing of any other names; but yesterday, as
I was climbing a high hill, among the trees of the forest where the fox
and the hare bid each other good night, I saw a little hut; and before
the hut burnt a fire; and round about the fire a funny little dwarf was
dancing upon one leg, and singing:

 “Merrily the feast I’ll make.",2.4424068927764893,0.2665134370326996,-2.1758934557437897,1
20,"Today I’ll brew, tomorrow bake;
  Merrily I’ll dance and sing,
  For next day will a stranger bring.",0.08997329324483871,0.11391264200210571,0.023939348757267,1
21,"Little does my lady dream
  Rumpelstiltskin is my name!”

When the queen heard this she jumped for joy, and as soon as her little
friend came she sat down upon her throne, and called all her court round
to enjoy the fun; and the nurse stood by her side with the baby in her
arms, as if it was quite ready to be given up.",0.030019650235772133,0.05095987021923065,0.02094021998345852,1
22,"Then the little man began
to chuckle at the thought of having the poor child, to take home with
him to his hut in the woods; and he cried out, ‘Now, lady, what is my
name?’ ‘Is it JOHN?’ asked she.",0.06697707623243332,0.1058829203248024,0.03890584409236908,1
23,"‘No, madam!’ ‘Is it TOM?’ ‘No, madam!’
‘Is it JEMMY?’ ‘It is not.’ ‘Can your name be ?’ said the
lady slyly.",0.1100178211927414,0.13291843235492706,0.02290061116218567,1
24,"‘Some witch told you that!--some witch told you that!’ cried
the little man, and dashed his right foot in a rage so deep into the
floor, that he was forced to lay hold of it with both hands to pull it
out.",0.25379952788352966,0.15390968322753906,-0.0998898446559906,1
