,sentence,with_sentence,without_sentence,difference,label
0,"An honest farmer had once an ass that had been a faithful servant to him
a great many years, but was now growing old and every day more and more
unfit for work.",15.415014758908372,15.287404332225679,-0.1276104266826934,1
1,"His master therefore was tired of keeping him and
began to think of putting an end to him; but the ass, who saw that some
mischief was in the wind, took himself slyly off, and began his journey
towards the great city, ‘For there,’ thought he, ‘I may turn musician.’

After he had travelled a little way, he spied a dog lying by the
roadside and panting as if he were tired.",15.683042173032407,15.050084997106481,-0.6329571759259256,1
2,"‘What makes you pant so, my
friend?’ said the ass.",15.099272214087547,15.048271809494452,-0.05100040459309518,1
3,"‘Alas!’ said the dog, ‘my master was going to
knock me on the head, because I am old and weak, and can no longer make
myself useful to him in hunting; so I ran away; but what can I do to
earn my livelihood?’ ‘Hark ye!’ said the ass, ‘I am going to the great
city to turn musician: suppose you go with me, and try what you can
do in the same way?’ The dog said he was willing, and they jogged on
together.",15.790146216490024,15.730972860816708,-0.05917335567331605,1
4,"They had not gone far before they saw a cat sitting in the middle of the
road and making a most rueful face.",15.735341711499665,15.723696515635508,-0.011645195864156577,1
5,"‘Pray, my good lady,’ said the ass,
‘what’s the matter with you?",15.659808194825223,15.772224661583277,0.11241646675805406,1
6,"You look quite out of spirits!’ ‘Ah, me!’
said the cat, ‘how can one be in good spirits when one’s life is in
danger?",15.892203832752614,15.90226480836237,0.010060975609755829,1
7,"Because I am beginning to grow old, and had rather lie at my
ease by the fire than run about the house after the mice, my mistress
laid hold of me, and was going to drown me; and though I have been lucky
enough to get away from her, I do not know what I am to live upon.’
‘Oh,’ said the ass, ‘by all means go with us to the great city; you are
a good night singer, and may make your fortune as a musician.’ The cat
was pleased with the thought, and joined the party.",15.973134053111588,15.847971991237483,-0.1251620618741054,1
8,"Soon afterwards, as they were passing by a farmyard, they saw a cock
perched upon a gate, and screaming out with all his might and main.",15.442418754894284,15.498704544342209,0.05628578944792473,1
9,"‘Bravo!’ said the ass; ‘upon my word, you make a famous noise; pray what
is all this about?’ ‘Why,’ said the cock, ‘I was just now saying that
we should have fine weather for our washing-day, and yet my mistress and
the cook don’t thank me for my pains, but threaten to cut off my
head tomorrow, and make broth of me for the guests that are coming
on Sunday!’ ‘Heaven forbid!’ said the ass, ‘come with us Master
Chanticleer; it will be better, at any rate, than staying here to have
your head cut off!",15.612046370967741,15.718898059475807,0.10685168850806548,1
